,probability,rate,overnight,openSpaces
908,78.0,0.0,1,6
909,41.0,0.0,1,2
910,68.0,0.0,1,3
911,33.0,0.0,1,4
912,60.0,0.0,1,3
913,58.0,0.0,1,4
914,71.0,0.0,1,3
915,36.0,0.0,1,1
916,54.0,0.0,1,1
917,43.0,0.0,1,1
918,,inf,0,0
919,33.0,0.0,1,3
920,47.0,0.0,1,2
921,42.0,0.0,1,3
922,73.0,0.0,1,8
923,45.0,0.0,1,4
924,58.0,0.0,1,4
925,33.0,0.0,1,4
926,60.0,0.0,1,3
927,65.0,0.0,1,5
928,33.0,0.0,1,3
929,41.0,0.0,1,2
930,68.0,0.0,1,3
931,45.0,0.0,1,2
932,67.0,0.0,1,6
933,32.0,0.0,1,1
934,36.0,0.0,1,5
935,81.0,0.0,1,11
936,83.0,0.0,1,11
937,76.0,0.0,1,6
938,89.0,0.0,1,12
939,86.0,0.0,1,8
940,38.0,0.0,1,1
941,92.0,0.0,1,7
942,93.0,0.0,1,16
943,94.0,0.0,1,9
944,,inf,0,0
945,85.0,0.0,1,16
946,,inf,0,0
947,50.0,0.0,1,1
948,89.0,0.0,1,12
949,83.0,0.0,1,5
950,43.0,0.0,1,1
951,71.0,0.0,1,6
952,89.0,0.0,1,21
953,45.0,0.0,1,4
954,58.0,0.0,1,4
955,33.0,0.0,1,3
956,65.0,0.0,1,5
957,60.0,0.0,1,3
958,33.0,0.0,1,4
959,45.0,0.0,1,2
960,81.0,0.0,1,11
961,83.0,0.0,1,11
962,76.0,0.0,1,6
963,89.0,0.0,1,12
964,86.0,0.0,1,8
965,38.0,0.0,1,1
966,92.0,0.0,1,7
967,93.0,0.0,1,16
968,94.0,0.0,1,9
969,,inf,0,0
970,85.0,0.0,1,16
971,,inf,0,0
972,50.0,0.0,1,1
973,89.0,0.0,1,12
974,83.0,0.0,1,5
975,43.0,0.0,1,1
976,71.0,0.0,1,6
977,89.0,0.0,1,21
978,59.0,0.0,1,18
979,41.0,0.0,1,4
980,42.0,0.0,1,5
981,67.0,0.0,1,9
982,27.0,0.0,1,1
983,70.0,0.0,1,14
984,,0.0,1,0
985,36.0,0.0,1,6
986,61.0,0.0,1,4
987,36.0,0.0,1,12
988,78.0,0.0,1,4
989,29.0,0.0,1,3
990,87.0,0.0,1,7
991,56.0,0.0,1,5
992,81.0,0.0,1,4
993,39.0,0.0,1,3
994,46.0,0.0,1,4
995,78.0,0.0,1,3
996,46.0,0.0,1,4
997,78.0,0.0,1,3
998,52.0,0.0,1,6
999,85.0,0.0,1,12
1000,63.0,0.0,1,12
1001,81.0,0.0,1,6
1002,80.0,0.0,1,5
1003,56.0,0.0,1,4
1004,8.0,0.0,1,1
1005,56.0,0.0,1,4
1006,85.0,0.0,1,4
1007,85.0,0.0,1,5
1008,30.0,0.0,1,5
1009,59.0,0.0,1,18
1010,41.0,0.0,1,4
1011,85.0,0.0,1,20
1012,90.0,0.0,1,8
1013,60.0,0.0,1,3
1014,33.0,0.0,1,4
1015,58.0,0.0,1,4
1016,45.0,0.0,1,4
1017,65.0,0.0,1,5
1018,33.0,0.0,1,3
1019,41.0,0.0,1,2
1020,68.0,0.0,1,3
1021,40.0,0.0,1,2
1022,39.0,0.0,1,3
1023,81.0,0.0,1,4
1024,45.0,0.0,1,2
1025,22.0,0.0,1,2
1026,42.0,0.0,1,3
1027,76.0,0.0,1,6
1028,32.0,0.0,1,1
1029,78.0,0.0,1,6
1030,26.0,0.0,1,1
1031,66.0,0.0,1,6
1032,32.0,0.0,1,1
1033,73.0,0.0,1,8
1034,36.0,0.0,1,5
1035,47.0,0.0,1,2
1036,42.0,0.0,1,3
1037,40.0,0.0,1,2
1038,39.0,0.0,1,3
1039,81.0,0.0,1,4
1040,22.0,0.0,1,2
1041,76.0,0.0,1,6
1042,32.0,0.0,1,1
1043,42.0,0.0,1,3
1044,26.0,0.0,1,1
1045,78.0,0.0,1,6
1046,41.0,0.0,1,2
1047,68.0,0.0,1,3
1048,33.0,0.0,1,4
1049,60.0,0.0,1,3
1050,58.0,0.0,1,4
1051,71.0,0.0,1,3
1052,36.0,0.0,1,1
1053,54.0,0.0,1,1
1054,43.0,0.0,1,1
1055,,inf,0,0
1056,33.0,0.0,1,3
1057,47.0,0.0,1,2
1058,42.0,0.0,1,3
1059,73.0,0.0,1,8
1060,81.0,0.0,1,11
1061,83.0,0.0,1,11
1062,76.0,0.0,1,6
1063,89.0,0.0,1,12
1064,86.0,0.0,1,8
1065,38.0,0.0,1,1
1066,92.0,0.0,1,7
1067,93.0,0.0,1,16
1068,94.0,0.0,1,9
1069,,inf,0,0
1070,85.0,0.0,1,16
1071,,inf,0,0
1072,50.0,0.0,1,1
1073,89.0,0.0,1,12
1074,83.0,0.0,1,5
1075,43.0,0.0,1,1
1076,71.0,0.0,1,6
1077,89.0,0.0,1,21
1078,60.0,0.0,1,3
1079,33.0,0.0,1,4
1080,58.0,0.0,1,4
1081,45.0,0.0,1,4
1082,65.0,0.0,1,5
1083,33.0,0.0,1,3
1084,41.0,0.0,1,2
1085,68.0,0.0,1,3
1086,40.0,0.0,1,2
1087,39.0,0.0,1,3
1088,81.0,0.0,1,4
1089,45.0,0.0,1,2
1090,22.0,0.0,1,2
1091,42.0,0.0,1,3
1092,76.0,0.0,1,6
1093,32.0,0.0,1,1
1094,78.0,0.0,1,6
1095,26.0,0.0,1,1
1096,66.0,0.0,1,6
1097,32.0,0.0,1,1
1098,73.0,0.0,1,8
1099,36.0,0.0,1,5
1100,47.0,0.0,1,2
1101,42.0,0.0,1,3
1102,45.0,0.0,1,4
1103,58.0,0.0,1,4
1104,33.0,0.0,1,4
1105,60.0,0.0,1,3
1106,65.0,0.0,1,5
1107,33.0,0.0,1,3
1108,41.0,0.0,1,2
1109,68.0,0.0,1,3
1110,45.0,0.0,1,2
1111,66.0,0.0,1,6
1112,32.0,0.0,1,1
1113,36.0,0.0,1,5
1114,45.0,0.0,1,4
1115,58.0,0.0,1,4
1116,33.0,0.0,1,3
1117,65.0,0.0,1,5
1118,60.0,0.0,1,3
1119,33.0,0.0,1,4
1120,45.0,0.0,1,2
1121,45.0,0.0,1,4
1122,58.0,0.0,1,4
1123,33.0,0.0,1,3
1124,65.0,0.0,1,5
1125,60.0,0.0,1,3
1126,33.0,0.0,1,4
1127,45.0,0.0,1,2
1128,59.0,0.0,1,18
1129,41.0,0.0,1,4
1130,42.0,0.0,1,5
1131,67.0,0.0,1,9
1132,27.0,0.0,1,1
1133,70.0,0.0,1,14
1134,,0.0,1,0
1135,36.0,0.0,1,6
1136,61.0,0.0,1,4
1137,36.0,0.0,1,12
1138,78.0,0.0,1,4
1139,29.0,0.0,1,3
1140,87.0,0.0,1,7
1141,56.0,0.0,1,5
1142,81.0,0.0,1,4
1143,39.0,0.0,1,3
1144,46.0,0.0,1,4
1145,78.0,0.0,1,3
1146,85.0,0.0,1,20
1147,90.0,0.0,1,8
1148,94.0,0.0,1,12
1149,83.0,0.0,1,6
1150,87.0,0.0,1,12
1151,92.0,0.0,1,10
1152,82.0,0.0,1,4
1153,82.0,0.0,1,4
1154,81.0,0.0,1,4
1155,86.0,0.0,1,6
1156,46.0,0.0,1,4
1157,78.0,0.0,1,3
1158,83.0,0.0,1,5
1159,40.0,0.0,1,1
1160,78.0,0.0,1,6
1161,83.0,0.0,1,9
1162,40.0,0.0,1,2
1163,39.0,0.0,1,3
1164,81.0,0.0,1,4
1165,22.0,0.0,1,2
1166,76.0,0.0,1,6
1167,32.0,0.0,1,1
1168,42.0,0.0,1,3
1169,26.0,0.0,1,1
1170,76.0,0.0,1,6
1171,41.0,0.0,1,2
1172,68.0,0.0,1,3
1173,33.0,0.0,1,4
1174,60.0,0.0,1,3
1175,58.0,0.0,1,4
1176,71.0,0.0,1,3
1177,32.0,0.0,1,1
1178,54.0,0.0,1,1
1179,43.0,0.0,1,1
1180,,inf,0,0
1181,33.0,0.0,1,3
1182,47.0,0.0,1,2
1183,42.0,0.0,1,3
1184,73.0,0.0,1,8
1185,46.0,0.0,1,4
1186,78.0,0.0,1,3
1187,52.0,0.0,1,6
1188,85.0,0.0,1,12
1189,63.0,0.0,1,12
1190,81.0,0.0,1,6
1191,80.0,0.0,1,5
1192,56.0,0.0,1,4
1193,8.0,0.0,1,1
1194,56.0,0.0,1,4
1195,85.0,0.0,1,4
1196,85.0,0.0,1,5
1197,30.0,0.0,1,5
1198,59.0,0.0,1,18
1199,41.0,0.0,1,4
1200,85.0,0.0,1,20
1201,90.0,0.0,1,8
1202,40.0,0.0,1,2
1203,39.0,0.0,1,3
1204,81.0,0.0,1,4
1205,22.0,0.0,1,2
1206,76.0,0.0,1,6
1207,32.0,0.0,1,1
1208,42.0,0.0,1,3
1209,26.0,0.0,1,1
1210,76.0,0.0,1,6
1211,41.0,0.0,1,2
1212,68.0,0.0,1,3
1213,33.0,0.0,1,4
1214,60.0,0.0,1,3
1215,58.0,0.0,1,4
1216,71.0,0.0,1,3
1217,32.0,0.0,1,1
1218,54.0,0.0,1,1
1219,43.0,0.0,1,1
1220,,inf,0,0
1221,33.0,0.0,1,3
1222,47.0,0.0,1,2
1223,42.0,0.0,1,3
1224,73.0,0.0,1,8
1225,45.0,0.0,1,4
1226,58.0,0.0,1,4
1227,33.0,0.0,1,4
1228,60.0,0.0,1,3
1229,65.0,0.0,1,5
1230,33.0,0.0,1,3
1231,41.0,0.0,1,2
1232,68.0,0.0,1,3
1233,45.0,0.0,1,2
1234,66.0,0.0,1,6
1235,32.0,0.0,1,1
1236,36.0,0.0,1,5
1237,85.0,0.0,1,20
1238,90.0,0.0,1,8
1239,94.0,0.0,1,12
1240,83.0,0.0,1,6
1241,87.0,0.0,1,12
1242,92.0,0.0,1,10
1243,82.0,0.0,1,4
1244,82.0,0.0,1,4
1245,81.0,0.0,1,4
1246,86.0,0.0,1,6
1247,46.0,0.0,1,4
1248,78.0,0.0,1,3
1249,83.0,0.0,1,5
1250,40.0,0.0,1,1
1251,78.0,0.0,1,6
1252,83.0,0.0,1,9
1253,60.0,0.0,1,3
1254,33.0,0.0,1,4
1255,58.0,0.0,1,4
1256,45.0,0.0,1,4
1257,65.0,0.0,1,5
1258,33.0,0.0,1,3
1259,41.0,0.0,1,2
1260,68.0,0.0,1,3
1261,40.0,0.0,1,2
1262,39.0,0.0,1,3
1263,81.0,0.0,1,4
1264,45.0,0.0,1,2
1265,22.0,0.0,1,2
1266,42.0,0.0,1,3
1267,76.0,0.0,1,6
1268,32.0,0.0,1,1
1269,76.0,0.0,1,6
1270,26.0,0.0,1,1
1271,66.0,0.0,1,6
1272,32.0,0.0,1,1
1273,73.0,0.0,1,8
1274,36.0,0.0,1,5
1275,47.0,0.0,1,2
1276,42.0,0.0,1,3
1277,45.0,0.0,1,4
1278,58.0,0.0,1,4
1279,33.0,0.0,1,3
1280,65.0,0.0,1,5
1281,60.0,0.0,1,3
1282,33.0,0.0,1,4
1283,45.0,0.0,1,2
1284,45.0,0.0,1,4
1285,58.0,0.0,1,4
1286,33.0,0.0,1,4
1287,60.0,0.0,1,3
1288,65.0,0.0,1,5
1289,33.0,0.0,1,3
1290,41.0,0.0,1,2
1291,68.0,0.0,1,3
1292,45.0,0.0,1,2
1293,66.0,0.0,1,6
1294,32.0,0.0,1,1
1295,36.0,0.0,1,5
1296,59.0,0.0,1,18
1297,41.0,0.0,1,4
1298,42.0,0.0,1,5
1299,67.0,0.0,1,9
1300,27.0,0.0,1,1
1301,70.0,0.0,1,14
1302,,0.0,1,0
1303,36.0,0.0,1,6
1304,61.0,0.0,1,4
1305,36.0,0.0,1,12
1306,78.0,0.0,1,4
1307,29.0,0.0,1,3
1308,87.0,0.0,1,7
1309,56.0,0.0,1,5
1310,81.0,0.0,1,4
1311,39.0,0.0,1,3
1312,46.0,0.0,1,4
1313,78.0,0.0,1,3
1314,40.0,0.0,1,2
1315,39.0,0.0,1,3
1316,81.0,0.0,1,4
1317,22.0,0.0,1,2
1318,76.0,0.0,1,6
1319,32.0,0.0,1,1
1320,42.0,0.0,1,3
1321,26.0,0.0,1,1
1322,76.0,0.0,1,6
1323,41.0,0.0,1,2
1324,68.0,0.0,1,3
1325,33.0,0.0,1,4
1326,60.0,0.0,1,3
1327,58.0,0.0,1,4
1328,71.0,0.0,1,3
1329,32.0,0.0,1,1
1330,54.0,0.0,1,1
1331,43.0,0.0,1,1
1332,,inf,0,0
1333,33.0,0.0,1,3
1334,47.0,0.0,1,2
1335,42.0,0.0,1,3
1336,73.0,0.0,1,8
1337,60.0,0.0,1,3
1338,33.0,0.0,1,4
1339,58.0,0.0,1,4
1340,45.0,0.0,1,4
1341,65.0,0.0,1,5
1342,33.0,0.0,1,3
1343,41.0,0.0,1,2
1344,68.0,0.0,1,3
1345,40.0,0.0,1,2
1346,39.0,0.0,1,3
1347,81.0,0.0,1,4
1348,45.0,0.0,1,2
1349,22.0,0.0,1,2
1350,42.0,0.0,1,3
1351,76.0,0.0,1,6
1352,32.0,0.0,1,1
1353,76.0,0.0,1,6
1354,26.0,0.0,1,1
1355,66.0,0.0,1,6
1356,32.0,0.0,1,1
1357,73.0,0.0,1,8
1358,36.0,0.0,1,5
1359,47.0,0.0,1,2
1360,42.0,0.0,1,3
1361,59.0,0.0,1,18
1362,41.0,0.0,1,4
1363,42.0,0.0,1,5
1364,67.0,0.0,1,9
1365,27.0,0.0,1,1
1366,70.0,0.0,1,14
1367,,0.0,1,0
1368,36.0,0.0,1,6
1369,61.0,0.0,1,4
1370,36.0,0.0,1,12
1371,78.0,0.0,1,4
1372,29.0,0.0,1,3
1373,87.0,0.0,1,7
1374,56.0,0.0,1,5
1375,81.0,0.0,1,4
1376,39.0,0.0,1,3
1377,46.0,0.0,1,4
1378,78.0,0.0,1,3
1379,45.0,0.0,1,4
1380,58.0,0.0,1,4
1381,33.0,0.0,1,3
1382,65.0,0.0,1,5
1383,60.0,0.0,1,3
1384,33.0,0.0,1,4
1385,45.0,0.0,1,2
1386,45.0,0.0,1,4
1387,58.0,0.0,1,4
1388,33.0,0.0,1,3
1389,65.0,0.0,1,5
1390,60.0,0.0,1,3
1391,33.0,0.0,1,4
1392,45.0,0.0,1,2
1393,45.0,0.0,1,4
1394,58.0,0.0,1,4
1395,33.0,0.0,1,4
1396,60.0,0.0,1,3
1397,65.0,0.0,1,5
1398,33.0,0.0,1,3
1399,41.0,0.0,1,2
1400,68.0,0.0,1,3
1401,45.0,0.0,1,2
1402,66.0,0.0,1,6
1403,32.0,0.0,1,1
1404,36.0,0.0,1,5
1405,40.0,0.0,1,2
1406,39.0,0.0,1,3
1407,81.0,0.0,1,4
1408,22.0,0.0,1,2
1409,76.0,0.0,1,6
1410,32.0,0.0,1,1
1411,42.0,0.0,1,3
1412,26.0,0.0,1,1
1413,76.0,0.0,1,6
1414,41.0,0.0,1,2
1415,68.0,0.0,1,3
1416,33.0,0.0,1,4
1417,60.0,0.0,1,3
1418,58.0,0.0,1,4
1419,71.0,0.0,1,3
1420,32.0,0.0,1,1
1421,54.0,0.0,1,1
1422,43.0,0.0,1,1
1423,,inf,0,0
1424,33.0,0.0,1,3
1425,47.0,0.0,1,2
1426,42.0,0.0,1,3
1427,73.0,0.0,1,8
1428,46.0,0.0,1,4
1429,78.0,0.0,1,3
1430,52.0,0.0,1,6
1431,85.0,0.0,1,12
1432,63.0,0.0,1,12
1433,81.0,0.0,1,6
1434,80.0,0.0,1,5
1435,56.0,0.0,1,4
1436,8.0,0.0,1,1
1437,56.0,0.0,1,4
1438,85.0,0.0,1,4
1439,85.0,0.0,1,5
1440,30.0,0.0,1,5
1441,59.0,0.0,1,18
1442,41.0,0.0,1,4
1443,85.0,0.0,1,20
1444,90.0,0.0,1,8
1445,85.0,0.0,1,20
1446,90.0,0.0,1,8
1447,94.0,0.0,1,12
1448,83.0,0.0,1,6
1449,87.0,0.0,1,12
1450,92.0,0.0,1,10
1451,82.0,0.0,1,4
1452,82.0,0.0,1,4
1453,81.0,0.0,1,4
1454,86.0,0.0,1,6
1455,46.0,0.0,1,4
1456,78.0,0.0,1,3
1457,83.0,0.0,1,5
1458,40.0,0.0,1,1
1459,78.0,0.0,1,6
1460,83.0,0.0,1,9
1461,85.0,0.0,1,20
1462,90.0,0.0,1,8
1463,94.0,0.0,1,12
1464,83.0,0.0,1,6
1465,87.0,0.0,1,12
1466,92.0,0.0,1,10
1467,82.0,0.0,1,4
1468,82.0,0.0,1,4
1469,81.0,0.0,1,4
1470,86.0,0.0,1,6
1471,46.0,0.0,1,4
1472,78.0,0.0,1,3
1473,83.0,0.0,1,5
1474,40.0,0.0,1,1
1475,78.0,0.0,1,6
1476,83.0,0.0,1,9
1477,59.0,0.0,1,18
1478,41.0,0.0,1,4
1479,42.0,0.0,1,5
1480,67.0,0.0,1,9
1481,27.0,0.0,1,1
1482,70.0,0.0,1,14
1483,,0.0,1,0
1484,36.0,0.0,1,6
1485,61.0,0.0,1,4
1486,36.0,0.0,1,12
1487,78.0,0.0,1,4
1488,29.0,0.0,1,3
1489,87.0,0.0,1,7
1490,56.0,0.0,1,5
1491,81.0,0.0,1,4
1492,39.0,0.0,1,3
1493,46.0,0.0,1,4
1494,78.0,0.0,1,3
1495,46.0,0.0,1,4
1496,78.0,0.0,1,3
1497,52.0,0.0,1,6
1498,85.0,0.0,1,12
1499,63.0,0.0,1,12
1500,81.0,0.0,1,6
1501,80.0,0.0,1,5
1502,56.0,0.0,1,4
1503,8.0,0.0,1,1
1504,56.0,0.0,1,4
1505,85.0,0.0,1,4
1506,85.0,0.0,1,5
1507,30.0,0.0,1,5
1508,59.0,0.0,1,18
1509,41.0,0.0,1,4
1510,85.0,0.0,1,20
1511,90.0,0.0,1,8
1512,45.0,0.0,1,4
1513,58.0,0.0,1,4
1514,33.0,0.0,1,3
1515,65.0,0.0,1,5
1516,60.0,0.0,1,3
1517,33.0,0.0,1,4
1518,45.0,0.0,1,2
1519,59.0,0.0,1,18
1520,41.0,0.0,1,4
1521,42.0,0.0,1,5
1522,67.0,0.0,1,9
1523,27.0,0.0,1,1
1524,70.0,0.0,1,14
1525,,0.0,1,0
1526,36.0,0.0,1,6
1527,61.0,0.0,1,4
1528,36.0,0.0,1,12
1529,78.0,0.0,1,4
1530,29.0,0.0,1,3
1531,87.0,0.0,1,7
1532,56.0,0.0,1,5
1533,81.0,0.0,1,4
1534,39.0,0.0,1,3
1535,46.0,0.0,1,4
1536,78.0,0.0,1,3
1537,45.0,0.0,1,4
1538,58.0,0.0,1,4
1539,33.0,0.0,1,3
1540,65.0,0.0,1,5
1541,60.0,0.0,1,3
1542,33.0,0.0,1,4
1543,45.0,0.0,1,2
1544,59.0,0.0,1,18
1545,41.0,0.0,1,4
1546,42.0,0.0,1,5
1547,67.0,0.0,1,9
1548,27.0,0.0,1,1
1549,70.0,0.0,1,14
1550,,0.0,1,0
1551,36.0,0.0,1,6
1552,61.0,0.0,1,4
1553,36.0,0.0,1,12
1554,78.0,0.0,1,4
1555,29.0,0.0,1,3
1556,87.0,0.0,1,7
1557,56.0,0.0,1,5
1558,81.0,0.0,1,4
1559,39.0,0.0,1,3
1560,46.0,0.0,1,4
1561,78.0,0.0,1,3
1562,59.0,0.0,1,18
1563,41.0,0.0,1,4
1564,42.0,0.0,1,5
1565,67.0,0.0,1,9
1566,27.0,0.0,1,1
1567,70.0,0.0,1,14
1568,,0.0,1,0
1569,36.0,0.0,1,6
1570,61.0,0.0,1,4
1571,36.0,0.0,1,12
1572,78.0,0.0,1,4
1573,29.0,0.0,1,3
1574,87.0,0.0,1,7
1575,56.0,0.0,1,5
1576,81.0,0.0,1,4
1577,39.0,0.0,1,3
1578,46.0,0.0,1,4
1579,78.0,0.0,1,3
1580,81.0,0.0,1,11
1581,83.0,0.0,1,11
1582,76.0,0.0,1,6
1583,89.0,0.0,1,12
1584,86.0,0.0,1,8
1585,38.0,0.0,1,1
1586,92.0,0.0,1,7
1587,93.0,0.0,1,16
1588,94.0,0.0,1,9
1589,,inf,0,0
1590,85.0,0.0,1,16
1591,,inf,0,0
1592,50.0,0.0,1,1
1593,89.0,0.0,1,12
1594,83.0,0.0,1,5
1595,40.0,0.0,1,1
1596,71.0,0.0,1,6
1597,89.0,0.0,1,21
1598,59.0,0.0,1,18
1599,41.0,0.0,1,4
1600,42.0,0.0,1,5
1601,67.0,0.0,1,9
1602,27.0,0.0,1,1
1603,70.0,0.0,1,14
1604,,0.0,1,0
1605,36.0,0.0,1,6
1606,61.0,0.0,1,4
1607,36.0,0.0,1,12
1608,78.0,0.0,1,4
1609,29.0,0.0,1,3
1610,87.0,0.0,1,7
1611,56.0,0.0,1,5
1612,81.0,0.0,1,4
1613,39.0,0.0,1,3
1614,46.0,0.0,1,4
1615,78.0,0.0,1,3
1616,45.0,0.0,1,4
1617,58.0,0.0,1,4
1618,33.0,0.0,1,3
1619,65.0,0.0,1,5
1620,60.0,0.0,1,3
1621,33.0,0.0,1,4
1622,45.0,0.0,1,2
1623,81.0,0.0,1,11
1624,83.0,0.0,1,11
1625,76.0,0.0,1,6
1626,89.0,0.0,1,12
1627,86.0,0.0,1,8
1628,38.0,0.0,1,1
1629,92.0,0.0,1,7
1630,93.0,0.0,1,16
1631,94.0,0.0,1,9
1632,,inf,0,0
1633,85.0,0.0,1,16
1634,,inf,0,0
1635,50.0,0.0,1,1
1636,89.0,0.0,1,12
1637,83.0,0.0,1,5
1638,40.0,0.0,1,1
1639,71.0,0.0,1,6
1640,89.0,0.0,1,21
1641,40.0,0.0,1,2
1642,39.0,0.0,1,3
1643,81.0,0.0,1,4
1644,22.0,0.0,1,2
1645,76.0,0.0,1,6
1646,32.0,0.0,1,1
1647,42.0,0.0,1,3
1648,26.0,0.0,1,1
1649,76.0,0.0,1,6
1650,41.0,0.0,1,2
1651,68.0,0.0,1,3
1652,33.0,0.0,1,4
1653,60.0,0.0,1,3
1654,58.0,0.0,1,4
1655,71.0,0.0,1,3
1656,32.0,0.0,1,1
1657,54.0,0.0,1,1
1658,43.0,0.0,1,1
1659,,inf,0,0
1660,33.0,0.0,1,3
1661,47.0,0.0,1,2
1662,42.0,0.0,1,3
1663,73.0,0.0,1,8
1664,40.0,0.0,1,2
1665,39.0,0.0,1,3
1666,81.0,0.0,1,4
1667,22.0,0.0,1,2
1668,76.0,0.0,1,6
1669,32.0,0.0,1,1
1670,42.0,0.0,1,3
1671,26.0,0.0,1,1
1672,76.0,0.0,1,6
1673,41.0,0.0,1,2
1674,68.0,0.0,1,3
1675,33.0,0.0,1,4
1676,60.0,0.0,1,3
1677,58.0,0.0,1,4
1678,71.0,0.0,1,3
1679,32.0,0.0,1,1
1680,54.0,0.0,1,1
1681,43.0,0.0,1,1
1682,,inf,0,0
1683,33.0,0.0,1,3
1684,47.0,0.0,1,2
1685,42.0,0.0,1,3
1686,73.0,0.0,1,8
1687,45.0,0.0,1,4
1688,58.0,0.0,1,4
1689,33.0,0.0,1,4
1690,60.0,0.0,1,3
1691,65.0,0.0,1,5
1692,33.0,0.0,1,3
1693,41.0,0.0,1,2
1694,68.0,0.0,1,3
1695,45.0,0.0,1,2
1696,66.0,0.0,1,6
1697,32.0,0.0,1,1
1698,36.0,0.0,1,5
1699,60.0,0.0,1,3
1700,33.0,0.0,1,4
1701,58.0,0.0,1,4
1702,45.0,0.0,1,4
1703,65.0,0.0,1,5
1704,33.0,0.0,1,3
1705,41.0,0.0,1,2
1706,68.0,0.0,1,3
1707,40.0,0.0,1,2
1708,39.0,0.0,1,3
1709,81.0,0.0,1,4
1710,45.0,0.0,1,2
1711,22.0,0.0,1,2
1712,42.0,0.0,1,3
1713,76.0,0.0,1,6
1714,32.0,0.0,1,1
1715,76.0,0.0,1,6
1716,26.0,0.0,1,1
1717,66.0,0.0,1,6
1718,32.0,0.0,1,1
1719,73.0,0.0,1,8
1720,36.0,0.0,1,5
1721,47.0,0.0,1,2
1722,42.0,0.0,1,3
1723,45.0,0.0,1,4
1724,58.0,0.0,1,4
1725,33.0,0.0,1,4
1726,60.0,0.0,1,3
1727,65.0,0.0,1,5
1728,33.0,0.0,1,3
1729,41.0,0.0,1,2
1730,68.0,0.0,1,3
1731,45.0,0.0,1,2
1732,66.0,0.0,1,6
1733,32.0,0.0,1,1
1734,36.0,0.0,1,5
1735,45.0,0.0,1,4
1736,58.0,0.0,1,4
1737,33.0,0.0,1,3
1738,65.0,0.0,1,5
1739,60.0,0.0,1,3
1740,33.0,0.0,1,4
1741,45.0,0.0,1,2
1742,46.0,0.0,1,4
1743,78.0,0.0,1,3
1744,52.0,0.0,1,6
1745,85.0,0.0,1,12
1746,63.0,0.0,1,12
1747,81.0,0.0,1,6
1748,80.0,0.0,1,5
1749,56.0,0.0,1,4
1750,8.0,0.0,1,1
1751,56.0,0.0,1,4
1752,85.0,0.0,1,4
1753,85.0,0.0,1,5
1754,30.0,0.0,1,5
1755,59.0,0.0,1,18
1756,41.0,0.0,1,4
1757,85.0,0.0,1,20
1758,90.0,0.0,1,8
1759,60.0,0.0,1,3
1760,33.0,0.0,1,4
1761,58.0,0.0,1,4
1762,45.0,0.0,1,4
1763,65.0,0.0,1,5
1764,33.0,0.0,1,3
1765,41.0,0.0,1,2
1766,68.0,0.0,1,3
1767,40.0,0.0,1,2
